,ID,compactness,red_std,green_std,blue_std,lesiontype,flatness,cornerness,edgeness
0,ISIC_0012090,507.6333613473304,2.3646226703801756,6.858163198687306,6.292464781975962,1,0.7898881756093151,0.1135974495764649,0.07042216184551095
1,ISIC_0012103,566.052943740461,5.551348717654878,31.891908194353437,31.591650114018147,1,0.6555331387167145,0.16274245481084085,0.13815199223962438
2,ISIC_0012117,648.2440150917573,6.66977239778012,14.079431666152947,22.773864566458542,1,0.7606425013660153,0.11745732129390522,0.0918317120704148
3,ISIC_0012155,403.9730868300879,1.9446218661649037,11.069108874896019,10.078602901292221,1,0.8002994282469251,0.10611633819904236,0.06836944971455368
4,ISIC_0012170,414.81492927267595,4.453995089988972,14.482136126743733,10.217370413390443,1,0.6812951545345096,0.16764172051172369,0.1143584317231812
5,ISIC_0012172,462.8629456765494,5.699128207419486,15.042445897025695,13.692871093518205,1,0.7435961406680038,0.10649368089351553,0.12286694362470979
6,ISIC_0012173,609.2472613826702,1.7833608997015873,7.101817722706073,7.479408344394243,1,0.8340101826638224,0.08563996460434238,0.061833392468590626
7,ISIC_0012183,633.9909921436624,4.06943999209993,13.405908319324435,13.936984280796313,1,0.7680029334267877,0.10991480947868938,0.09573658000510538
8,ISIC_0012214,397.14760977178435,3.479857714640477,10.717511113096776,9.73330640109855,1,0.7539875941515286,0.1287739730362681,0.08547481908137647
9,ISIC_0012217,908.6409001825139,9.797401167132481,18.54152279680779,21.225022375897776,1,0.6779083897825852,0.16015435721137597,0.12409611011514443
10,ISIC_0012224,407.1110917578807,4.196854581967658,11.741176894922877,12.397573106249245,1,0.7777749189777591,0.10367284332401475,0.09024615917468642
11,ISIC_0012227,406.6774306760928,4.09369793514168,8.755423843775718,8.894230592097886,1,0.7260464937412271,0.13532523266098795,0.10327005258907454
12,ISIC_0012237,722.2517481702995,3.022060787427012,7.323331486325272,7.736376493551733,1,0.8331085100426902,0.09401812583105885,0.04946637273427112
13,ISIC_0012238,401.40587718302925,5.118713308198945,8.024662140380197,11.321180101907984,1,0.5959670424978317,0.18142862905665705,0.17763770951410882
14,ISIC_0012245,406.9138700940104,2.7950578382708664,5.493469442003652,8.832465394901819,1,0.8488609867424466,0.08514259108157929,0.04401712853754854
15,ISIC_0012282,631.7876891998685,1.8292706945902069,4.022618884432683,5.104396044069885,1,0.8199760674727191,0.09966014596411943,0.05435234875887979
16,ISIC_0012291,445.68453726108623,3.4974385219505466,7.018267540689357,5.0304251769899,1,0.7279096005618044,0.1413765225187866,0.09589205942787926
17,ISIC_0012294,475.9443118848923,15.943634685132874,19.7613989011048,19.48127577053575,1,0.764679078369129,0.1129617448832709,0.09497526239025367
18,ISIC_0012299,579.6218237963964,1.4777702548289315,14.509664823345076,13.09901412266022,1,0.7099809228949743,0.15028916974103726,0.1010625175375657
19,ISIC_0012329,414.88363623112235,4.664422970391397,13.948847267738133,16.027458800461794,1,0.773151230031259,0.10081803519651163,0.10043232408073427
20,ISIC_0012342,485.83176170637745,3.723125603964195,6.7796851405137275,7.000736922169344,1,0.7453248499045686,0.10600126485710802,0.11692767342864192
21,ISIC_0012359,471.2440037863846,7.913358098020234,11.247392466687101,12.00062139833345,1,0.7862524336367601,0.08634212380721008,0.10451440524598145
22,ISIC_0012377,395.02764666499206,3.575816093128522,17.79205622600617,19.15556036975544,1,0.6198679158777434,0.17644114836889757,0.15738099654565374
23,ISIC_0012379,416.94042262768676,10.30817556785581,15.16243181258347,14.055395526874536,1,0.7504738400274296,0.10884936499344716,0.11244619805381847
24,ISIC_0012386,423.86294485182725,6.9503661008458515,13.757607552247778,15.178170136954638,1,0.6410064238280346,0.16459649335924847,0.15319101705307975
25,ISIC_0012390,546.3703668820821,1.5140329501345526,6.969431981432602,10.040204131123945,1,0.7828856655398335,0.11858386873767197,0.06841547799504025
26,ISIC_0012397,677.123753382712,5.119724138018406,7.913666016418745,8.778603484778357,1,0.7620188975263801,0.12082714681387477,0.08671484583018231
27,ISIC_0012415,366.63279593147803,24.16556137291741,24.22387022183805,22.547576436521005,1,0.6286609117340008,0.1709529315357588,0.1583803868302594
28,ISIC_0012416,442.71188713081284,3.8732971892437105,8.128674647661686,7.615294253635134,1,0.7314360555251809,0.12595375330256958,0.11027387420313067
29,ISIC_0012433,462.1691797492151,1.5377225578996412,6.403947679342149,11.51780334895215,1,0.7151194296404153,0.1551784258565525,0.09369890253843943
30,ISIC_0012452,636.7665366054816,6.307502960772299,9.905734153446728,9.527423823503183,1,0.7411963709057358,0.1238822939223511,0.1033470050392883
31,ISIC_0012455,559.5472766904825,18.602319147701067,19.962284312234793,10.898539786423626,1,0.6347637518707432,0.157270700345133,0.1636296997648209
32,ISIC_0012459,393.1221443670793,1.7176087540085705,8.148224457058296,10.280172407741372,1,0.7031114860402793,0.14641410074517172,0.11448973418374087
33,ISIC_0012469,460.01680171006853,2.757423002845029,6.524011370362797,7.643560799177957,1,0.7621399142112377,0.12240861881080364,0.08607380768683963
34,ISIC_0012473,503.9100599202985,3.637321503047319,4.4997136307729075,5.969641271401797,1,0.7776764082019892,0.11697592478354359,0.07740364659999854
35,ISIC_0012475,483.928291481637,13.137568670755263,12.025887509984049,11.802020758827128,1,0.5969182525556356,0.19142578332011506,0.1640906250114213
36,ISIC_0012478,596.1283286746324,2.9297650522889302,10.87461011585674,10.235802684672821,1,0.7092432636088357,0.1491323657574024,0.10473960824211301
37,ISIC_0012501,411.73271700977875,3.648180809785097,8.263027198755571,9.103393113812794,1,0.6584388638477499,0.1544435975721046,0.1436704323283295
38,ISIC_0012516,644.763525151682,14.723420259518536,12.48920038629554,14.684859657955743,1,0.630269660338721,0.15936741438815347,0.16470907818164723
39,ISIC_0012517,415.1390192092978,3.39746398009511,9.916057371274938,11.649000393104139,1,0.7342790023919026,0.12813317112559855,0.10686324941576214
40,ISIC_0012527,818.1034817991848,7.57377854325481,12.281201241231697,13.858972638726083,1,0.6407364951339207,0.16717191945418888,0.14843037869789794
41,ISIC_0012543,395.3891244225129,4.912661059584943,13.05682083237126,13.975858005216324,1,0.722711793758651,0.13064875110104443,0.11616018623379892
42,ISIC_0012661,403.9708125974001,7.727651809202223,11.717730823807633,16.552142472743803,1,0.7532627954681378,0.12026091185002599,0.09553632811844995
43,ISIC_0012666,493.62323983059594,22.17075694916421,26.25615504835704,24.80770492785469,1,0.5298390190182759,0.19286783721246767,0.22948142098815844
44,ISIC_0012693,526.7061660171051,10.109483381469577,13.261924799946069,12.224730562798847,1,0.5681452993704397,0.1741256837798207,0.20752662680329093
45,ISIC_0012696,394.1235064074364,4.186909986103534,11.237471991123554,11.875161129287005,1,0.7630189406211964,0.11940559899823991,0.08688634167841516
46,ISIC_0012697,530.1774920376452,9.753098186108533,14.984490822994042,15.841892613767882,1,0.7460883189109548,0.13259250036315343,0.08953288094793417
47,ISIC_0012704,524.0832050002211,6.395248770111361,9.99413994935107,7.618603322293363,1,0.7880556384248211,0.09909506762132061,0.0857386137629276
48,ISIC_0012719,676.7145357766564,12.301219381696937,16.115672228455725,14.273285331404033,1,0.8231745457832415,0.0975522010304619,0.05696465696465697
49,ISIC_0012772,616.9338132843608,2.451477107600675,9.046535620749212,13.091529840220492,1,0.7233157546762179,0.15084570173200967,0.08686702518103588
